measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Hampshire,Female,50 to 54,Years,2017,35.53543912,35.92739015,35.13539301
Life expectancy,Hampshire,Both,50 to 54,Years,2017,34.30351944,34.60705412,34.00858808
Life expectancy,Hampshire,Male,55 to 59,Years,2017,28.39173007,28.85136839,27.94540596
Life expectancy,Hampshire,Female,55 to 59,Years,2017,30.86743641,31.24162048,30.48689277
Life expectancy,Hampshire,Both,55 to 59,Years,2017,29.67410431,29.96416454,29.3943335
Life expectancy,Hampshire,Male,60 to 64,Years,2017,23.96839991,24.39567493,23.55452786
Life expectancy,Hampshire,Female,60 to 64,Years,2017,26.34122518,26.69013903,25.9867898
Life expectancy,Hampshire,Both,60 to 64,Years,2017,25.20365833,25.47275743,24.94388058
Life expectancy,Hampshire,Male,65 to 69,Years,2017,19.78714173,20.17270567,19.41398099
Life expectancy,Hampshire,Female,65 to 69,Years,2017,21.94721068,22.26812454,21.62194874
Life expectancy,Hampshire,Both,65 to 69,Years,2017,20.92239859,21.16832228,20.68731998
Life expectancy,Hampshire,Male,70 to 74,Years,2017,15.79211675,16.12968992,15.46493614
Life expectancy,Hampshire,Female,70 to 74,Years,2017,17.71120816,18.00271226,17.41702378
Life expectancy,Hampshire,Both,70 to 74,Years,2017,16.81266244,17.03526056,16.60249554
Life expectancy,Hampshire,Male,75 to 79,Years,2017,12.10094389,12.38277028,11.82752827
Life expectancy,Hampshire,Female,75 to 79,Years,2017,13.73644361,13.99233756,13.48010525
Life expectancy,Hampshire,Both,75 to 79,Years,2017,12.9880717,13.1801746,12.80681042
Life expectancy,Hampshire,Male,<1 year,Years,2017,81.27232273,81.8102002,80.73511822
Life expectancy,Hampshire,Female,<1 year,Years,2017,84.38365751,84.81629496,83.93565567
Life expectancy,Hampshire,Both,<1 year,Years,2017,82.86199253,83.20012891,82.52674862
Life expectancy,Hampshire,Male,80 to 84,Years,2017,8.851320389,9.071672886,8.637101492
Life expectancy,Hampshire,Female,80 to 84,Years,2017,10.11332161,10.32664977,9.900599906
Life expectancy,Hampshire,Both,80 to 84,Years,2017,9.562271566,9.717673869,9.415521557
Life expectancy,Hampshire,Male,85 to 89,Years,2017,6.167825706,6.323495054,6.017170872
Life expectancy,Hampshire,Female,85 to 89,Years,2017,7.021256781,7.19038457,6.851224106
Life expectancy,Hampshire,Both,85 to 89,Years,2017,6.681930786,6.799602298,6.571048873
Life expectancy,Hampshire,Male,90 to 94,Years,2017,4.074256825,4.181655252,3.970721062
Life expectancy,Hampshire,Female,90 to 94,Years,2017,4.579011319,4.692407429,4.465130861
Life expectancy,Hampshire,Both,90 to 94,Years,2017,4.409324533,4.490837506,4.331777272
Life expectancy,Bracknell Forest,Male,1 to 4,Years,2017,80.88067738,81.9262689,79.84887215
Life expectancy,Bracknell Forest,Female,1 to 4,Years,2017,83.74911586,84.82563229,82.76882128
Life expectancy,Bracknell Forest,Both,1 to 4,Years,2017,82.36068561,83.12564217,81.63708065
Life expectancy,Bracknell Forest,Male,5 to 9,Years,2017,76.96141691,77.99984294,75.92094791
Life expectancy,Bracknell Forest,Female,5 to 9,Years,2017,79.79151096,80.8678271,78.81258468
Life expectancy,Bracknell Forest,Both,5 to 9,Years,2017,78.42291056,79.18583814,77.70062025
Life expectancy,Bracknell Forest,Male,10 to 14,Years,2017,71.97745325,73.01552044,70.93631953
Life expectancy,Bracknell Forest,Female,10 to 14,Years,2017,74.80323279,75.87950908,73.82494067
Life expectancy,Bracknell Forest,Both,10 to 14,Years,2017,73.43688902,74.1999074,72.71430359
Life expectancy,Bracknell Forest,Male,15 to 19,Years,2017,66.99913554,68.03595343,65.9586795
Life expectancy,Bracknell Forest,Female,15 to 19,Years,2017,69.82016626,70.8952956,68.8433032
Life expectancy,Bracknell Forest,Both,15 to 19,Years,2017,68.4563266,69.21866786,67.73431486
Life expectancy,Bracknell Forest,Male,20 to 24,Years,2017,62.06295494,63.09529499,61.02786024
Life expectancy,Bracknell Forest,Female,20 to 24,Years,2017,64.85671204,65.92895347,63.88315864
Life expectancy,Bracknell Forest,Both,20 to 24,Years,2017,63.50753907,64.26714297,62.78905153
Life expectancy,Bracknell Forest,Male,25 to 29,Years,2017,57.18316224,58.2057056,56.15815958
Life expectancy,Bracknell Forest,Female,25 to 29,Years,2017,59.91322957,60.97806312,58.94690659
Life expectancy,Bracknell Forest,Both,25 to 29,Years,2017,58.59773478,59.35118597,57.88594047
Life expectancy,Bracknell Forest,Male,30 to 34,Years,2017,52.3262966,53.33988123,51.31009997
Life expectancy,Bracknell Forest,Female,30 to 34,Years,2017,54.97885042,56.03386233,54.02208787
Life expectancy,Bracknell Forest,Both,30 to 34,Years,2017,53.70455322,54.4517202,52.99941946
Life expectancy,Bracknell Forest,Male,35 to 39,Years,2017,47.51325473,48.51494839,46.50889081
Life expectancy,Bracknell Forest,Female,35 to 39,Years,2017,50.0844023,51.12475861,49.14206724
Life expectancy,Bracknell Forest,Both,35 to 39,Years,2017,48.85254058,49.59101919,48.15627416
Life expectancy,Bracknell Forest,Male,40 to 44,Years,2017,42.69783737,43.68506124,41.7075882
Life expectancy,Bracknell Forest,Female,40 to 44,Years,2017,45.21745352,46.24000953,44.2932788
Life expectancy,Bracknell Forest,Both,40 to 44,Years,2017,44.01074519,44.7377327,43.32489713
Life expectancy,Bracknell Forest,Male,45 to 49,Years,2017,37.97756544,38.93988875,37.01324067
Life expectancy,Bracknell Forest,Female,45 to 49,Years,2017,40.40517161,41.40389002,39.5049724
Life expectancy,Bracknell Forest,Both,45 to 49,Years,2017,39.24620173,39.95749033,38.57832794
Life expectancy,Bracknell Forest,Male,50 to 54,Years,2017,33.33033914,34.25713985,32.40366929
Life expectancy,Bracknell Forest,Female,50 to 54,Years,2017,35.65860735,36.6258791,34.79000434
Life expectancy,Bracknell Forest,Both,50 to 54,Years,2017,34.55079855,35.23715162,33.9086101
Life expectancy,Bracknell Forest,Male,55 to 59,Years,2017,28.76565651,29.64733428,27.88674507
Life expectancy,Bracknell Forest,Female,55 to 59,Years,2017,31.0102285,31.93467746,30.18377961
Life expectancy,Bracknell Forest,Both,55 to 59,Years,2017,29.94652211,30.60011368,29.33678399
Life expectancy,Bracknell Forest,Male,60 to 64,Years,2017,24.36521926,25.18549785,23.55092417
Life expectancy,Bracknell Forest,Female,60 to 64,Years,2017,26.47895111,27.34872642,25.7059108
Life expectancy,Bracknell Forest,Both,60 to 64,Years,2017,25.48562304,26.09681339,24.91235858
Life expectancy,Bracknell Forest,Male,65 to 69,Years,2017,20.18626776,20.93185718,19.44928423
Life expectancy,Bracknell Forest,Female,65 to 69,Years,2017,22.09444183,22.90069068,21.38230966
Life expectancy,Bracknell Forest,Both,65 to 69,Years,2017,21.21305043,21.7765005,20.69335837
Life expectancy,Bracknell Forest,Male,70 to 74,Years,2017,16.23469893,16.89171059,15.58819514
Life expectancy,Bracknell Forest,Female,70 to 74,Years,2017,17.91458929,18.64990444,17.26975882
Life expectancy,Bracknell Forest,Both,70 to 74,Years,2017,17.15525111,17.66298327,16.68557753
Life expectancy,Bracknell Forest,Male,75 to 79,Years,2017,12.5755794,13.12876322,12.0336383
Life expectancy,Bracknell Forest,Female,75 to 79,Years,2017,14.02235092,14.67133463,13.45772037
Life expectancy,Bracknell Forest,Both,75 to 79,Years,2017,13.38514817,13.82958118,12.97574094
Life expectancy,Bracknell Forest,Male,<1 year,Years,2017,81.71099473,82.75748735,80.68145078
Life expectancy,Bracknell Forest,Female,<1 year,Years,2017,84.60264993,85.68293267,83.62403448
Life expectancy,Bracknell Forest,Both,<1 year,Years,2017,83.20181229,83.96349389,82.47945905
Life expectancy,Bracknell Forest,Male,80 to 84,Years,2017,9.289471232,9.728116319,8.86206476
Life expectancy,Bracknell Forest,Female,80 to 84,Years,2017,10.46254612,11.01070922,9.990065996
Life expectancy,Bracknell Forest,Both,80 to 84,Years,2017,9.970532804,10.3397476,9.629139943
Life expectancy,Bracknell Forest,Male,85 to 89,Years,2017,6.559315939,6.876196105,6.252614298
Life expectancy,Bracknell Forest,Female,85 to 89,Years,2017,7.449740531,7.893758032,7.069637038
Life expectancy,Bracknell Forest,Both,85 to 89,Years,2017,7.108959631,7.405999887,6.830489447
Life expectancy,Bracknell Forest,Male,90 to 94,Years,2017,4.504068647,4.727774788,4.287677893
Life expectancy,Bracknell Forest,Female,90 to 94,Years,2017,5.111467752,5.421046343,4.847292399
Life expectancy,Bracknell Forest,Both,90 to 94,Years,2017,4.912210038,5.133343664,4.710477042
Life expectancy,West Sussex,Male,1 to 4,Years,2017,79.69687281,80.30643485,79.13560437
Life expectancy,West Sussex,Female,1 to 4,Years,2017,83.47157567,83.99707444,82.87998815
Life expectancy,West Sussex,Both,1 to 4,Years,2017,81.63163775,82.05149619,81.20938643
Life expectancy,West Sussex,Male,5 to 9,Years,2017,75.73589232,76.34766392,75.17409437
Life expectancy,West Sussex,Female,5 to 9,Years,2017,79.52024604,80.04275333,78.92736402
Life expectancy,West Sussex,Both,5 to 9,Years,2017,77.67528847,78.09561457,77.25169679
Life expectancy,West Sussex,Male,10 to 14,Years,2017,70.75654105,71.36796926,70.19429702
Life expectancy,West Sussex,Female,10 to 14,Years,2017,74.54646689,75.06945525,73.95323281
Life expectancy,West Sussex,Both,10 to 14,Years,2017,72.6985893,73.11911367,72.27450561
Life expectancy,West Sussex,Male,15 to 19,Years,2017,65.78327855,66.39361406,65.22131096
Life expectancy,West Sussex,Female,15 to 19,Years,2017,69.56881598,70.09126557,68.97617857
Life expectancy,West Sussex,Both,15 to 19,Years,2017,67.72334868,68.14340812,67.29962488
Life expectancy,West Sussex,Male,20 to 24,Years,2017,60.86600162,61.47146833,60.30790376
Life expectancy,West Sussex,Female,20 to 24,Years,2017,64.61654502,65.13747205,64.02577016
Life expectancy,West Sussex,Both,20 to 24,Years,2017,62.79002064,63.20709936,62.36969278
Life expectancy,West Sussex,Male,25 to 29,Years,2017,56.01971628,56.61795241,55.46886256
Life expectancy,West Sussex,Female,25 to 29,Years,2017,59.67102876,60.18854279,59.08455707
Life expectancy,West Sussex,Both,25 to 29,Years,2017,57.89656436,58.30792543,57.48155347
Life expectancy,West Sussex,Male,30 to 34,Years,2017,51.18397042,51.77650316,50.63893984
Life expectancy,West Sussex,Female,30 to 34,Years,2017,54.74358837,55.25600921,54.16366272
Life expectancy,West Sussex,Both,30 to 34,Years,2017,53.01628195,53.42303747,52.60555611
Life expectancy,West Sussex,Male,35 to 39,Years,2017,46.37706944,46.96283153,45.83894747
Life expectancy,West Sussex,Female,35 to 39,Years,2017,49.85893234,50.3638509,49.28880157
Life expectancy,West Sussex,Both,35 to 39,Years,2017,48.17179879,48.57316962,47.76694793
Life expectancy,West Sussex,Male,40 to 44,Years,2017,41.57218292,42.1495946,41.04253338
Life expectancy,West Sussex,Female,40 to 44,Years,2017,44.96546317,45.46353652,44.4044833
Life expectancy,West Sussex,Both,40 to 44,Years,2017,43.32380346,43.71857395,42.92515178
Life expectancy,West Sussex,Male,45 to 49,Years,2017,36.84507622,37.40824318,36.32941514
Life expectancy,West Sussex,Female,45 to 49,Years,2017,40.15479152,40.64113621,39.60895057
Life expectancy,West Sussex,Both,45 to 49,Years,2017,38.55621005,38.94072633,38.16682529
Life expectancy,West Sussex,Male,50 to 54,Years,2017,32.21270364,32.75399722,31.71844852
Life expectancy,West Sussex,Female,50 to 54,Years,2017,35.4012331,35.87198227,34.8745375
Life expectancy,West Sussex,Both,50 to 54,Years,2017,33.8649337,34.23428932,33.48854871
Life expectancy,West Sussex,Male,55 to 59,Years,2017,27.68462029,28.19793969,27.21692993
Life expectancy,West Sussex,Female,55 to 59,Years,2017,30.75782318,31.20646937,30.25696125
Life expectancy,West Sussex,Both,55 to 59,Years,2017,29.28199424,29.63308354,28.9252113
Life expectancy,West Sussex,Male,60 to 64,Years,2017,23.34311562,23.81760938,22.91161685
Life expectancy,West Sussex,Female,60 to 64,Years,2017,26.26069579,26.67943902,25.79506632
Life expectancy,West Sussex,Both,60 to 64,Years,2017,24.86703996,25.19259854,24.53631544
Life expectancy,West Sussex,Male,65 to 69,Years,2017,19.23172809,19.65936852,18.84388726
Life expectancy,West Sussex,Female,65 to 69,Years,2017,21.88985612,22.2759378,21.4628372
Life expectancy,West Sussex,Both,65 to 69,Years,2017,20.63455778,20.92968345,20.33432303
Life expectancy,West Sussex,Male,70 to 74,Years,2017,15.37652621,15.74935069,15.03900817
Life expectancy,West Sussex,Female,70 to 74,Years,2017,17.69328694,18.0435066,17.30793761
Life expectancy,West Sussex,Both,70 to 74,Years,2017,16.61884504,16.88204459,16.35607208
Life expectancy,West Sussex,Male,75 to 79,Years,2017,11.84198569,12.1527206,11.56090685
Life expectancy,West Sussex,Female,75 to 79,Years,2017,13.73902672,14.04683576,13.40260042
Life expectancy,West Sussex,Both,75 to 79,Years,2017,12.88645306,13.11041572,12.66117611
Life expectancy,West Sussex,Male,<1 year,Years,2017,80.43858772,81.04284515,79.88140199
Life expectancy,West Sussex,Female,<1 year,Years,2017,84.23939696,84.76273027,83.65336922
Life expectancy,West Sussex,Both,<1 year,Years,2017,82.3850444,82.80386296,81.96908588
Life expectancy,West Sussex,Male,80 to 84,Years,2017,8.736840427,8.978296765,8.518534776
Life expectancy,West Sussex,Female,80 to 84,Years,2017,10.11889405,10.37652758,9.839343973
Life expectancy,West Sussex,Both,80 to 84,Years,2017,9.53029996,9.713851129,9.346287001
Life expectancy,West Sussex,Male,85 to 89,Years,2017,6.18527098,6.356024371,6.032154737
Life expectancy,West Sussex,Female,85 to 89,Years,2017,7.036694643,7.242699317,6.813754264
Life expectancy,West Sussex,Both,85 to 89,Years,2017,6.704909767,6.847140578,6.552467632
Life expectancy,West Sussex,Male,90 to 94,Years,2017,4.280706863,4.400844585,4.172971659
Life expectancy,West Sussex,Female,90 to 94,Years,2017,4.661032511,4.802107306,4.510267259
Life expectancy,West Sussex,Both,90 to 94,Years,2017,4.532862821,4.635550167,4.42264993
Life expectancy,Oxfordshire,Male,1 to 4,Years,2017,80.89861159,81.53213011,80.2841214
Life expectancy,Oxfordshire,Female,1 to 4,Years,2017,83.48687288,84.05204377,82.89601792
Life expectancy,Oxfordshire,Both,1 to 4,Years,2017,82.22581626,82.63420178,81.81803037
Life expectancy,Oxfordshire,Male,5 to 9,Years,2017,76.95836223,77.59427647,76.3481355
Life expectancy,Oxfordshire,Female,5 to 9,Years,2017,79.53541483,80.10014042,78.94437521
Life expectancy,Oxfordshire,Both,5 to 9,Years,2017,78.28020183,78.690687,77.87370114
Life expectancy,Oxfordshire,Male,10 to 14,Years,2017,71.99910143,72.63356335,71.38808298
Life expectancy,Oxfordshire,Female,10 to 14,Years,2017,74.54996413,75.11443915,73.95892458
Life expectancy,Oxfordshire,Both,10 to 14,Years,2017,73.30822994,73.71932746,72.90162708
Life expectancy,Oxfordshire,Male,15 to 19,Years,2017,67.02367807,67.6569136,66.41325023
Life expectancy,Oxfordshire,Female,15 to 19,Years,2017,69.57630537,70.13997799,68.9863005
Life expectancy,Oxfordshire,Both,15 to 19,Years,2017,68.33368758,68.74436423,67.92762065
Life expectancy,Oxfordshire,Male,20 to 24,Years,2017,62.11578287,62.74323073,61.51015668
Life expectancy,Oxfordshire,Female,20 to 24,Years,2017,64.63687644,65.19881583,64.04957029
Life expectancy,Oxfordshire,Both,20 to 24,Years,2017,63.41085884,63.81880817,63.00679058
Life expectancy,Oxfordshire,Male,25 to 29,Years,2017,57.21659615,57.83858295,56.6162582
Life expectancy,Oxfordshire,Female,25 to 29,Years,2017,59.69664829,60.25422206,59.11408922
Life expectancy,Oxfordshire,Both,25 to 29,Years,2017,58.49234009,58.89647527,58.09149893
Life expectancy,Oxfordshire,Male,30 to 34,Years,2017,52.33441703,52.95144478,51.73855603
Life expectancy,Oxfordshire,Female,30 to 34,Years,2017,54.75448366,55.30722785,54.17716954
Life expectancy,Oxfordshire,Both,30 to 34,Years,2017,53.58211281,53.98261788,53.18455282
Life expectancy,Oxfordshire,Male,35 to 39,Years,2017,47.49871751,48.10874666,46.90948525
Life expectancy,Oxfordshire,Female,35 to 39,Years,2017,49.86079288,50.40535661,49.29239135
Life expectancy,Oxfordshire,Both,35 to 39,Years,2017,48.71901779,49.11426601,48.32684518
Life expectancy,Oxfordshire,Male,40 to 44,Years,2017,42.65198036,43.25397004,42.07027524
Life expectancy,Oxfordshire,Female,40 to 44,Years,2017,44.97349753,45.50952754,44.41454389
Life expectancy,Oxfordshire,Both,40 to 44,Years,2017,43.85307976,44.24267561,43.46675277
Life expectancy,Oxfordshire,Male,45 to 49,Years,2017,37.90730408,38.49375936,37.34079879
Life expectancy,Oxfordshire,Female,45 to 49,Years,2017,40.14671936,40.67035634,39.60167615
Life expectancy,Oxfordshire,Both,45 to 49,Years,2017,39.06794546,39.44742699,38.69089348
Life expectancy,Oxfordshire,Male,50 to 54,Years,2017,33.23800884,33.80178671,32.6935571
Life expectancy,Oxfordshire,Female,50 to 54,Years,2017,35.37446339,35.8820884,34.84742352
Life expectancy,Oxfordshire,Both,50 to 54,Years,2017,34.34802468,34.71363023,33.98372934
Life expectancy,Oxfordshire,Male,55 to 59,Years,2017,28.66768092,29.20144098,28.15253055
Life expectancy,Oxfordshire,Female,55 to 59,Years,2017,30.70254469,31.18765288,30.20068376
Life expectancy,Oxfordshire,Both,55 to 59,Years,2017,29.72846081,30.07521568,29.38145342
Life expectancy,Oxfordshire,Male,60 to 64,Years,2017,24.2075454,24.70373129,23.7293421
Life expectancy,Oxfordshire,Female,60 to 64,Years,2017,26.15832667,26.61333462,25.68920414
Life expectancy,Oxfordshire,Both,60 to 64,Years,2017,25.22861349,25.55297126,24.90474828
Life expectancy,Oxfordshire,Male,65 to 69,Years,2017,19.8920655,20.34588017,19.45477633
Life expectancy,Oxfordshire,Female,65 to 69,Years,2017,21.79821256,22.21625317,21.36891209
Life expectancy,Oxfordshire,Both,65 to 69,Years,2017,20.89387727,21.18991533,20.59781687
Life expectancy,Oxfordshire,Male,70 to 74,Years,2017,15.89609652,16.29527942,15.51279903
Life expectancy,Oxfordshire,Female,70 to 74,Years,2017,17.57253101,17.95246624,17.18453188
Life expectancy,Oxfordshire,Both,70 to 74,Years,2017,16.78913929,17.05582039,16.52692678
Life expectancy,Oxfordshire,Male,75 to 79,Years,2017,12.19338973,12.52935005,11.87295669
Life expectancy,Oxfordshire,Female,75 to 79,Years,2017,13.61247671,13.94639679,13.27405558
Life expectancy,Oxfordshire,Both,75 to 79,Years,2017,12.96275337,13.19210979,12.7336308
Life expectancy,Oxfordshire,Male,<1 year,Years,2017,81.61489167,82.24041997,81.01684587
Life expectancy,Oxfordshire,Female,<1 year,Years,2017,84.23509869,84.79769845,83.64565825
Life expectancy,Oxfordshire,Both,<1 year,Years,2017,82.95689812,83.36932778,82.55143656
Life expectancy,Oxfordshire,Male,80 to 84,Years,2017,8.916950533,9.182277241,8.667164889
Life expectancy,Oxfordshire,Female,80 to 84,Years,2017,9.96307036,10.243512,9.681510821
Life expectancy,Oxfordshire,Both,80 to 84,Years,2017,9.503437648,9.687505795,9.316308267
Life expectancy,Oxfordshire,Male,85 to 89,Years,2017,6.188200872,6.37659123,6.013406986
Life expectancy,Oxfordshire,Female,85 to 89,Years,2017,6.911686037,7.136067446,6.688961824
Life expectancy,Oxfordshire,Both,85 to 89,Years,2017,6.619500219,6.763648147,6.473765968
Life expectancy,Oxfordshire,Male,90 to 94,Years,2017,4.083760223,4.212211776,3.964838581
Life expectancy,Oxfordshire,Female,90 to 94,Years,2017,4.540240643,4.692267513,4.390306696
Life expectancy,Oxfordshire,Both,90 to 94,Years,2017,4.379165654,4.483402388,4.278407206
Life expectancy,Reading,Male,1 to 4,Years,2017,77.78932099,78.72190626,76.9044893
Life expectancy,Reading,Female,1 to 4,Years,2017,82.12520255,83.04892506,81.27702302
Life expectancy,Reading,Both,1 to 4,Years,2017,79.92486591,80.61656252,79.30973786
Life expectancy,Reading,Male,5 to 9,Years,2017,73.85206077,74.78293761,72.9643823
Life expectancy,Reading,Female,5 to 9,Years,2017,78.24573636,79.16991547,77.40381266
Life expectancy,Reading,Both,5 to 9,Years,2017,76.01526002,76.70423431,75.39514692
Life expectancy,Reading,Male,10 to 14,Years,2017,68.87163466,69.80267389,67.98406926
Life expectancy,Reading,Female,10 to 14,Years,2017,73.26454803,74.18918036,72.42307416
Life expectancy,Reading,Both,10 to 14,Years,2017,71.03449278,71.72306625,70.41483204
Life expectancy,Reading,Male,15 to 19,Years,2017,63.89998352,64.83034456,63.01373205
Life expectancy,Reading,Female,15 to 19,Years,2017,68.28802846,69.21169547,67.44774907
Life expectancy,Reading,Both,15 to 19,Years,2017,66.06056075,66.74800481,65.44208476
Life expectancy,Reading,Male,20 to 24,Years,2017,58.98713116,59.91210387,58.10717614
Life expectancy,Reading,Female,20 to 24,Years,2017,63.33616874,64.2572093,62.49877366
Life expectancy,Reading,Both,20 to 24,Years,2017,61.12879176,61.81331641,60.51481691
Life expectancy,Reading,Male,25 to 29,Years,2017,54.13947702,55.05426998,53.2688583
Life expectancy,Reading,Female,25 to 29,Years,2017,58.40421506,59.318011,57.57402144
Life expectancy,Reading,Both,25 to 29,Years,2017,56.23985909,56.91849811,55.6321691
Life expectancy,Reading,Male,30 to 34,Years,2017,49.31023652,50.21673045,48.44711872
Life expectancy,Reading,Female,30 to 34,Years,2017,53.48517841,54.38953184,52.66460193
Life expectancy,Reading,Both,30 to 34,Years,2017,51.366391,52.03822941,50.76441008
Life expectancy,Reading,Male,35 to 39,Years,2017,44.53398115,45.43001839,43.68073736
Life expectancy,Reading,Female,35 to 39,Years,2017,48.6138466,49.50434235,47.8073058
Life expectancy,Reading,Both,35 to 39,Years,2017,46.54253264,47.20487397,45.94865314
Life expectancy,Reading,Male,40 to 44,Years,2017,39.76381417,40.64684901,38.92307321
Life expectancy,Reading,Female,40 to 44,Years,2017,43.77514188,44.64845098,42.98589169
Life expectancy,Reading,Both,40 to 44,Years,2017,41.74089926,42.39199211,41.15825579
Life expectancy,Reading,Male,45 to 49,Years,2017,35.12688646,35.98548078,34.31029663
Life expectancy,Reading,Female,45 to 49,Years,2017,39.00077571,39.8508869,38.23435822
Life expectancy,Reading,Both,45 to 49,Years,2017,37.04352571,37.67806921,36.47690255
Life expectancy,Reading,Male,50 to 54,Years,2017,30.60247462,31.42329632,29.82524762
Life expectancy,Reading,Female,50 to 54,Years,2017,34.30443107,35.12333552,33.56840362
Life expectancy,Reading,Both,50 to 54,Years,2017,32.43967734,33.05050249,31.89868945
Life expectancy,Reading,Male,55 to 59,Years,2017,26.19100802,26.96423412,25.46250386
Life expectancy,Reading,Female,55 to 59,Years,2017,29.72400382,30.50060924,29.02868724
Life expectancy,Reading,Both,55 to 59,Years,2017,27.95177915,28.52736327,27.44402017
Life expectancy,Reading,Male,60 to 64,Years,2017,21.99754946,22.70628715,21.33426844
Life expectancy,Reading,Female,60 to 64,Years,2017,25.27860148,26.00195657,24.63402475
Life expectancy,Reading,Both,60 to 64,Years,2017,23.64854093,24.18036649,23.18626531
Life expectancy,Reading,Male,65 to 69,Years,2017,18.0655942,18.6944594,17.47796409
Life expectancy,Reading,Female,65 to 69,Years,2017,20.99088478,21.65460243,20.40255663
Life expectancy,Reading,Both,65 to 69,Years,2017,19.55920433,20.03861242,19.14488481
Life expectancy,Reading,Male,70 to 74,Years,2017,14.39319974,14.93429934,13.88950003
Life expectancy,Reading,Female,70 to 74,Years,2017,16.91720872,17.51572997,16.38896752
Life expectancy,Reading,Both,70 to 74,Years,2017,15.70760988,16.12919055,15.34818109
Life expectancy,Reading,Male,75 to 79,Years,2017,11.05207862,11.49355033,10.64285089
Life expectancy,Reading,Female,75 to 79,Years,2017,13.15249572,13.6732088,12.69555053
Life expectancy,Reading,Both,75 to 79,Years,2017,12.17608896,12.53108529,11.877093
Life expectancy,Reading,Male,<1 year,Years,2017,78.51371899,79.44625887,77.63437964
Life expectancy,Reading,Female,<1 year,Years,2017,82.85885204,83.77816997,82.0172785
Life expectancy,Reading,Both,<1 year,Years,2017,80.65314523,81.34302975,80.02894871
Life expectancy,Reading,Male,80 to 84,Years,2017,8.107049806,8.445238093,7.797861925
Life expectancy,Reading,Female,80 to 84,Years,2017,9.738133506,10.17044749,9.361511201
Life expectancy,Reading,Both,80 to 84,Years,2017,9.014262445,9.300301868,8.778126492
Life expectancy,Reading,Male,85 to 89,Years,2017,5.728618084,5.963917055,5.51861128
Life expectancy,Reading,Female,85 to 89,Years,2017,6.869915818,7.216830129,6.570953656
Life expectancy,Reading,Both,85 to 89,Years,2017,6.395994118,6.619455725,6.207824536
Life expectancy,Reading,Male,90 to 94,Years,2017,3.927298751,4.089281913,3.784828789
Life expectancy,Reading,Female,90 to 94,Years,2017,4.713467226,4.953109449,4.509138828
Life expectancy,Reading,Both,90 to 94,Years,2017,4.427743125,4.583453404,4.290639019
Life expectancy,Kent,Male,1 to 4,Years,2017,79.39532975,79.89044062,78.90613954
Life expectancy,Kent,Female,1 to 4,Years,2017,82.77169945,83.2410131,82.29403759
Life expectancy,Kent,Both,1 to 4,Years,2017,81.11154155,81.44377585,80.77880153
Life expectancy,Kent,Male,5 to 9,Years,2017,75.42787038,75.92407481,74.94056171
Life expectancy,Kent,Female,5 to 9,Years,2017,78.81533676,79.27884492,78.33422534
Life expectancy,Kent,Both,5 to 9,Years,2017,77.14941535,77.48306811,76.81588591
Life expectancy,Kent,Male,10 to 14,Years,2017,70.44381073,70.93891834,69.95512328
Life expectancy,Kent,Female,10 to 14,Years,2017,73.82751099,74.29168793,73.34576946
Life expectancy,Kent,Both,10 to 14,Years,2017,72.163593,72.49803312,71.83010596
Life expectancy,Kent,Male,15 to 19,Years,2017,65.46872706,65.96229604,64.97943253
Life expectancy,Kent,Female,15 to 19,Years,2017,68.84325977,69.30801865,68.36158042
Life expectancy,Kent,Both,15 to 19,Years,2017,67.18420028,67.51880538,66.85123228
Life expectancy,Kent,Male,20 to 24,Years,2017,60.54630186,61.03543004,60.05838706
Life expectancy,Kent,Female,20 to 24,Years,2017,63.88661607,64.35192438,63.40585038
Life expectancy,Kent,Both,20 to 24,Years,2017,62.24558444,62.57916121,61.91423435
Life expectancy,Kent,Male,25 to 29,Years,2017,55.70072166,56.18406976,55.21854364
Life expectancy,Kent,Female,25 to 29,Years,2017,58.94202734,59.40411915,58.46520576
Life expectancy,Kent,Both,25 to 29,Years,2017,57.35265546,57.68265009,57.02441389
Life expectancy,Kent,Male,30 to 34,Years,2017,50.86637192,51.34510599,50.38896741
Life expectancy,Kent,Female,30 to 34,Years,2017,54.03504091,54.49105541,53.56440052
Life expectancy,Kent,Both,30 to 34,Years,2017,52.48292585,52.80938494,52.15897828
Life expectancy,Kent,Male,35 to 39,Years,2017,46.07180427,46.54462082,45.60026992
Life expectancy,Kent,Female,35 to 39,Years,2017,49.14474225,49.59419279,48.68156127
Life expectancy,Kent,Both,35 to 39,Years,2017,47.64160036,47.96371755,47.32250448
Life expectancy,Kent,Male,40 to 44,Years,2017,41.26382368,41.72949054,40.79921911
Life expectancy,Kent,Female,40 to 44,Years,2017,44.28161631,44.72307644,43.82780486
Life expectancy,Kent,Both,40 to 44,Years,2017,42.8071123,43.12423209,42.49377377
Life expectancy,Kent,Male,45 to 49,Years,2017,36.54944124,37.00323353,36.09701516
Life expectancy,Kent,Female,45 to 49,Years,2017,39.5098923,39.9389054,39.0699691
Life expectancy,Kent,Both,45 to 49,Years,2017,38.06532648,38.37428277,37.76082338
Life expectancy,Kent,Male,50 to 54,Years,2017,31.90616893,32.34213025,31.47137824
Life expectancy,Kent,Female,50 to 54,Years,2017,34.77412939,35.18871057,34.35104962
